nan nan
-73.318063	-39.000000
-73.318063	-39.000880
-73.317183	-39.001760
-73.317183	-39.003226
-73.316303	-39.004106
-73.316303	-39.004987
-73.315423	-39.005867
-73.315423	-39.006747
-73.314543	-39.007627
-73.314543	-39.009974
-73.313076	-39.011734
-73.313076	-39.014961
-73.311316	-39.016721
-73.311316	-39.017601
-73.310436	-39.018481
-73.310436	-39.019361
-73.309556	-39.019948
-73.309556	-39.021708
-73.308676	-39.022588
-73.308676	-39.024055
-73.307796	-39.024935
-73.308089	-39.025815
-73.307209	-39.026695
-73.307209	-39.029335
-73.306329	-39.029922
-73.306329	-39.031682
-73.305449	-39.032562
-73.305449	-39.034322
-73.304569	-39.034909
-73.304569	-39.035789
-73.303689	-39.036669
-73.303689	-39.038429
-73.302809	-39.039309
-73.302809	-39.040189
-73.302222	-39.040776
-73.302222	-39.042536
-73.300462	-39.044296
-73.300462	-39.044883
-73.299582	-39.045763
-73.299582	-39.047523
-73.298115	-39.049283
-73.297822	-39.050750
-73.296941	-39.051630
-73.296941	-39.052510
-73.296355	-39.053390
-73.296355	-39.054857
-73.295475	-39.055737
-73.295475	-39.057497
-73.294595	-39.058377
-73.294595	-39.060724
-73.292834	-39.062484
-73.292834	-39.063364
-73.291954	-39.064244
-73.292248	-39.065124
-73.291368	-39.066004
-73.291368	-39.066591
-73.290488	-39.067471
-73.290488	-39.071578
-73.289608	-39.072458
-73.289608	-39.073338
-73.288728	-39.074218
-73.288728	-39.075978
-73.287847	-39.076565
-73.287847	-39.077445
-73.286967	-39.078325
-73.287261	-39.080965
-73.286381	-39.081552
-73.286381	-39.082432
-73.285501	-39.083312
-73.285501	-39.085072
-73.284621	-39.085952
-73.284621	-39.087419
-73.283741	-39.088299
-73.283741	-39.091526
-73.282860	-39.092406
-73.282860	-39.094166
-73.281980	-39.095046
-73.282274	-39.096806
-73.281100	-39.097393
-73.281394	-39.099153
-73.280514	-39.100033
-73.280514	-39.100913
-73.279634	-39.101793
-73.279634	-39.104140
-73.278753	-39.105020
-73.278753	-39.106781
-73.277873	-39.107661
-73.277873	-39.110007
-73.276993	-39.110887
-73.276993	-39.112354
-73.276407	-39.113234
-73.276407	-39.115875
-73.275527	-39.116755
-73.275527	-39.119101
-73.274647	-39.119981
-73.274647	-39.122622
-73.273766	-39.123502
-73.273766	-39.124968
-73.272886	-39.125849
-73.272886	-39.129369
-73.272006	-39.129956
-73.272006	-39.131716
-73.271420	-39.132596
-73.271126	-39.135823
-73.270540	-39.136703
-73.270540	-39.137583
-73.269659	-39.138169
-73.269659	-39.140810
-73.268779	-39.141690
-73.268779	-39.142570
-73.267899	-39.143450
-73.267899	-39.144330
-73.267019	-39.144917
-73.267019	-39.145797
-73.266433	-39.146677
-73.266433	-39.149317
-73.265553	-39.149904
-73.265553	-39.152544
-73.263792	-39.154304
-73.263792	-39.154891
-73.262032	-39.156651
-73.262032	-39.158411
-73.261152	-39.159291
-73.261446	-39.160758
-73.260272	-39.161638
-73.260566	-39.162518
-73.259685	-39.163398
-73.259685	-39.164278
-73.258805	-39.165158
-73.258805	-39.165745
-73.257925	-39.166625
-73.257925	-39.167505
-73.257045	-39.168385
-73.257045	-39.169265
-73.256165	-39.170145
-73.256165	-39.171612
-73.254698	-39.173372
-73.254698	-39.174252
-73.252938	-39.175719
-73.252938	-39.177479
-73.252058	-39.178359
-73.252058	-39.181586
-73.251178	-39.182466
-73.251178	-39.185106
-73.250298	-39.185986
-73.250298	-39.186866
-73.249711	-39.187453
-73.249418	-39.193320
-73.248831	-39.194200
-73.248831	-39.200067
-73.247951	-39.200947
-73.247951	-39.202414
-73.247071	-39.203294
-73.247071	-39.204174
-73.246191	-39.205054
-73.246191	-39.207401
-73.245311	-39.208281
-73.245311	-39.209161
-73.244724	-39.210041
-73.244724	-39.214148
-73.243844	-39.215028
-73.243844	-39.218255
-73.242964	-39.219135
-73.242964	-39.220015
-73.242084	-39.220895
-73.242084	-39.221775
-73.241204	-39.222362
-73.241204	-39.224122
-73.240617	-39.225002
-73.240617	-39.226762
-73.239444	-39.227643
-73.239737	-39.228229
-73.238857	-39.229109
-73.238857	-39.229989
-73.237977	-39.230869
-73.237977	-39.231749
-73.237097	-39.232630
-73.237097	-39.233510
-73.236217	-39.234096
-73.236217	-39.234976
-73.235337	-39.235856
-73.235337	-39.237617
-73.234750	-39.238497
-73.234457	-39.239083
-73.233870	-39.239963
-73.233577	-39.240843
-73.232990	-39.241724
-73.232990	-39.243190
-73.232110	-39.244070
-73.232110	-39.246711
-73.230350	-39.248471
-73.230350	-39.249057
-73.230057	-39.249644
-73.229177	-39.249644
-73.228297	-39.250524
-73.227416	-39.250524
-73.225363	-39.248471
-73.225363	-39.244070
-73.224483	-39.243484
-73.224776	-39.242604
-73.221256	-39.239083
-73.221256	-39.238203
-73.219496	-39.236737
-73.219496	-39.235856
-73.218616	-39.234976
-73.218909	-39.232630
-73.220963	-39.230576
-73.221843	-39.230576
-73.224483	-39.227643
-73.224483	-39.226762
-73.226243	-39.225002
-73.226243	-39.224122
-73.228883	-39.221775
-73.228883	-39.220895
-73.231230	-39.218255
-73.231230	-39.217375
-73.232110	-39.216788
-73.232110	-39.215908
-73.233870	-39.214148
-73.233870	-39.213268
-73.235337	-39.211801
-73.235337	-39.210041
-73.236217	-39.209161
-73.236217	-39.207401
-73.235924	-39.207108
-73.234164	-39.207108
-73.233870	-39.207401
-73.233870	-39.210041
-73.232990	-39.210921
-73.232990	-39.211801
-73.229177	-39.215322
-73.228297	-39.215322
-73.226830	-39.217082
-73.225950	-39.217082
-73.225070	-39.217962
-73.224190	-39.217962
-73.223896	-39.218255
-73.223603	-39.220015
-73.220083	-39.223829
-73.219203	-39.223829
-73.217442	-39.225296
-73.216562	-39.225296
-73.214802	-39.227643
-73.214509	-39.228229
-73.213922	-39.229109
-73.213629	-39.229989
-73.213042	-39.230869
-73.213042	-39.232630
-73.212162	-39.233216
-73.212162	-39.235856
-73.215389	-39.239083
-73.215389	-39.239963
-73.216269	-39.240843
-73.216269	-39.243484
-73.216562	-39.243777
-73.220083	-39.243777
-73.222136	-39.245831
-73.222136	-39.247591
-73.223310	-39.248764
-73.224190	-39.248764
-73.226243	-39.250818
-73.226243	-39.254338
-73.227123	-39.254924
-73.227123	-39.255805
-73.230350	-39.259325
-73.230350	-39.260792
-73.229470	-39.261672
-73.229763	-39.263432
-73.228883	-39.264312
-73.228883	-39.266659
-73.228003	-39.267539
-73.228003	-39.274873
-73.227123	-39.275753
-73.227123	-39.277513
-73.226243	-39.278393
-73.226243	-39.291007
-73.229470	-39.294234
-73.229470	-39.295114
-73.231230	-39.296581
-73.231230	-39.297461
-73.231817	-39.298048
-73.232403	-39.297754
-73.232990	-39.298341
-73.232990	-39.300688
-73.233284	-39.301274
-73.234164	-39.301274
-73.235337	-39.302448
-73.235337	-39.303328
-73.234457	-39.304208
-73.234750	-39.305968
-73.234164	-39.306262
-73.233284	-39.306262
-73.232697	-39.305381
-73.231523	-39.305381
-73.231230	-39.305968
-73.231230	-39.308315
-73.230350	-39.309195
-73.230350	-39.310075
-73.229470	-39.310955
-73.229470	-39.311835
-73.229177	-39.312129
-73.228297	-39.312129
-73.227416	-39.311249
-73.226536	-39.311249
-73.224483	-39.313302
-73.224483	-39.314182
-73.223896	-39.315062
-73.223603	-39.316529
-73.223016	-39.317409
-73.223016	-39.319169
-73.222136	-39.320049
-73.222136	-39.323276
-73.220376	-39.325036
-73.220376	-39.328263
-73.218616	-39.330023
-73.218909	-39.331783
-73.218029	-39.332663
-73.218029	-39.333250
-73.217149	-39.334130
-73.217149	-39.336770
-73.216269	-39.337650
-73.216269	-39.339117
-73.215389	-39.339997
-73.215389	-39.341757
-73.214509	-39.342637
-73.214509	-39.343224
-73.213629	-39.344104
-73.213629	-39.345864
-73.213042	-39.346744
-73.213042	-39.347624
-73.212162	-39.348211
-73.212162	-39.349971
-73.211282	-39.350851
-73.211282	-39.352612
-73.210402	-39.353492
-73.210402	-39.354958
-73.209522	-39.355838
-73.209522	-39.357599
-73.208642	-39.358479
-73.208642	-39.363466
-73.208055	-39.364052
-73.208055	-39.372560
-73.208935	-39.373440
-73.208642	-39.374320
-73.209522	-39.374906
-73.209522	-39.376667
-73.210402	-39.377547
-73.210402	-39.379307
-73.211282	-39.379893
-73.211282	-39.380774
-73.216562	-39.386347
-73.217442	-39.386347
-73.218322	-39.387227
-73.219203	-39.387227
-73.220963	-39.388694
-73.221549	-39.388694
-73.222136	-39.389281
-73.222136	-39.390161
-73.223016	-39.390748
-73.221549	-39.392214
-73.216562	-39.391921
-73.215096	-39.393681
-73.212455	-39.393681
-73.209228	-39.390454
-73.205122	-39.390454
-73.204241	-39.389574
-73.202481	-39.389574
-73.201601	-39.388694
-73.200135	-39.388694
-73.199254	-39.388107
-73.198374	-39.387814
-73.197201	-39.386641
-73.197201	-39.385761
-73.196321	-39.384880
-73.196321	-39.383414
-73.196908	-39.382534
-73.197201	-39.379307
-73.195734	-39.377840
-73.194854	-39.377840
-73.194561	-39.378427
-73.194561	-39.387521
-73.195441	-39.388401
-73.195441	-39.389281
-73.194561	-39.389868
-73.196028	-39.391334
-73.198374	-39.391334
-73.199254	-39.392214
-73.203361	-39.392214
-73.204241	-39.392801
-73.205122	-39.392801
-73.206002	-39.393681
-73.206588	-39.393681
-73.207468	-39.394561
-73.210695	-39.394561
-73.211575	-39.395441
-73.215096	-39.395441
-73.215976	-39.396321
-73.217442	-39.396321
-73.218029	-39.395735
-73.218029	-39.394268
-73.218322	-39.393681
-73.222429	-39.393681
-73.225070	-39.391334
-73.225950	-39.391334
-73.230057	-39.387227
-73.230937	-39.387227
-73.231817	-39.386347
-73.232403	-39.386347
-73.233284	-39.385467
-73.234164	-39.385467
-73.234750	-39.384880
-73.234750	-39.384294
-73.235337	-39.383414
-73.235337	-39.380774
-73.235924	-39.380480
-73.238564	-39.380480
-73.239151	-39.381360
-73.240911	-39.381360
-73.242084	-39.382534
-73.242084	-39.383414
-73.242671	-39.383707
-73.243258	-39.383707
-73.244431	-39.385174
-73.244724	-39.386641
-73.245311	-39.387521
-73.245604	-39.389281
-73.244724	-39.390161
-73.244724	-39.390748
-73.245311	-39.391628
-73.245604	-39.392508
-73.243258	-39.394561
-73.240031	-39.394561
-73.239151	-39.393681
-73.238271	-39.393681
-73.237391	-39.392801
-73.236804	-39.392801
-73.235924	-39.392214
-73.233284	-39.392214
-73.232697	-39.392801
-73.231817	-39.392801
-73.229763	-39.395148
-73.229470	-39.396615
-73.227123	-39.399255
-73.227123	-39.400135
