NAN NAN
-91.2722438907116 22.7417248655663
-91.2234648906661 22.8392828656572
-91.1842038906296 22.9237536157359
-91.1389941405874 23.0225013658279
NAN NAN
-91.1972908906417 22.7405351155652
-91.1532708906007 22.8345238656528
-91.1401838905886 22.8606978656772
-91.1199583905697 22.8975796157115
-91.0925946405442 22.9558763657658
-91.0747486405276 23.002275865809
-91.0616616405154 23.0474856158511
NAN NAN
-91.0521436405066 22.9178048657303
-90.9855188904445 22.9820503657902
-90.9403091404024 23.0284498658334
-90.9117556403758 23.05700336586
NAN NAN
-90.9890881404478 22.7393453655642
-90.9557756404168 22.7702783655929
-90.9403091404024 22.7916936156129
-90.9212733903847 22.8131086156328
-90.891530140357 22.836903365655
NAN NAN
-90.8534586403215 22.8940103657082
-90.8379921403071 22.9118563657248
-90.8165771402872 22.9273228657392
-90.7725571402462 22.946358615757
-90.7297268902063 22.9677736157769
NAN NAN
-91.1925318906373 22.5930086154279
-91.1366146405852 22.6298901154622
-91.0890253905409 22.6596333654899
NAN NAN
-90.3418746398451 23.0641418658666
-90.3644796398661 23.0272601158323
-90.384704889885 22.9975168658046
-90.418017389916 22.9606353657702
-90.4525196399481 22.9273228657392
-90.4941601399869 22.8928206157071
-90.5441288900334 22.8606978656772
-90.5869591400733 22.8321443656506
-90.6369278901199 22.7952626156162
-90.6857066401653 22.759570865583
NAN NAN
-91.8052431412079 22.5953881154301
-91.7469463911536 22.6334593654655
-91.7219618911304 22.650115615481
-91.6898393911005 22.6774793655065
-91.6600961410728 22.7107918655376
-91.6363013910506 22.7333968655586
-91.6220246410373 22.7441043655686
NAN NAN
-91.4875851409121 22.5668343654035
-91.4459446408733 22.6298901154622
-91.4066833908367 22.6893766155176
-91.3781298908102 22.7357761155608
NAN NAN
-90.7107263901886 22.5963226154309
-90.6678961401487 22.6129788654465
-90.638152890121 22.6213071154542
-90.5620101400501 22.6367736154686
-90.5227488900135 22.6462913654775
-90.4763493899703 22.662947615493
-90.4251911399227 22.6879318655163
-90.3692736398706 22.7212443655473
-90.3335818898373 22.7462288655705
-90.2895616397963 22.7866796156082
NAN NAN
-90.7309518902074 23.1150451159141
-90.7023981401808 23.2054646159982
-90.6726548901532 23.2923151160792
-90.6512398901332 23.356560616139
-90.6333938901166 23.4148573661933
NAN NAN
-90.5965121400822 23.1971366159905
-90.5513023900401 23.2363976160271
-90.5251283900157 23.2601923660492
-90.4894363899825 23.2887458660758
NAN NAN
-90.5441641400335 23.1543063659506
-90.5096618900014 23.1840496159783
-90.4799186399736 23.2042751159971
-90.4513651399471 23.2209311160127
-90.418052639916 23.2411566160315
-90.3930683898928 23.2613821160503
-90.3645148898662 23.2887458660758
-90.3359611398396 23.3256276161102
NAN NAN
-90.3323921398363 22.9675186157766
-90.3216843898263 23.015107865821
-90.3133563898185 23.0674561158697
-90.307407639813 23.1317013659296
-90.3038386398096 23.1935673659872
-90.3026488898086 23.2601923660492
-90.3038386398096 23.3161096161013
-90.3038386398096 23.345852866129
NAN NAN
-89.9707138894994 22.9624623657719
-89.932642639464 23.0481228658517
-89.8945711394285 23.1397321159371
-89.8683971394041 23.2027878659958
-89.8541203893908 23.2372901160279
NAN NAN
-90.1241891396423 22.9898261157974
-90.0920663896124 23.0302768658351
-90.0623231395847 23.0707278658728
-90.0361491395603 23.1087991159082
NAN NAN
-90.0385286395626 23.1230758659215
